Id;TasaInteres; saldo_sol ;Edad;EstadoCivil;REGION;CrossSell;ratio.ant;Fuga
1110;4,16;6921,31;41;Div.Sol.Viu;LIMA_CALLAO;3;0,76;0
1111;4,16;1126,87;25;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
1112;4,16;9046,34;33;Div.Sol.Viu;LIMA_CALLAO;1;0,55;0
1113;4,88;2584,54;37;Div.Sol.Viu;LIMA_CALLAO;2;0,09;0
1114;4,16;6887,57;52;Div.Sol.Viu;LIMA_CALLAO;2;0,58;0
1115;4,16;4353,51;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1116;4,16;10098,09;45;Cas.Conv;NORTE.SUR;1;0,99;0
1117;4,16;1015,76;36;Div.Sol.Viu;NORTE.SUR;1;1;0
1120;4,88;1288,03;30;Div.Sol.Viu;LIMA_CALLAO;2;0,82;0
1121;4,16;1996,02;31;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1123;4,16;10253,18;39;Div.Sol.Viu;LIMA_CALLAO;4;0,73;0
1124;4,88;2428,94;31;Div.Sol.Viu;LIMA_CALLAO;2;0,79;0
1125;4,16;7083,37;37;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
1126;4,16;9346,57;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1127;4,16;20495,16;44;Div.Sol.Viu;LIMA_CALLAO;2;0,99;0
1128;4,16;4929,35;28;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1129;4,16;36567,11;53;Cas.Conv;LIMA_CALLAO;4;0,31;0
1131;4,16;5045,86;45;Div.Sol.Viu;LIMA_CALLAO;1;0,8;0
1132;4,16;1092,22;42;Div.Sol.Viu;NORTE.SUR;1;0,84;0
1133;4,16;15871,74;52;Cas.Conv;LIMA_CALLAO;4;0,44;0
1134;4,16;9026,7;45;Cas.Conv;LIMA_CALLAO;1;0,77;0
1135;4,16;3245,74;53;Cas.Conv;NORTE.SUR;1;1;0
1136;4,88;510,41;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1138;4,16;1322,8;58;Div.Sol.Viu;NORTE.SUR;1;0,99;0
1139;4,16;521,45;38;Cas.Conv;LIMA_CALLAO;1;1;0
1142;4,16;23707;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1143;4,16;6269;33;Cas.Conv;LIMA_CALLAO;3;0,45;0
1144;4,16;3882,75;56;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1145;4,88;1231,78;23;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
1146;4,88;10400,23;47;Div.Sol.Viu;LIMA_CALLAO;3;0,22;0
1147;4,16;1070,97;61;Div.Sol.Viu;LIMA_CALLAO;2;0,97;0
1148;4,88;919,35;35;Div.Sol.Viu;NORTE.SUR;2;0,92;0
1149;4,88;2463,1;65;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1150;4,16;1994,75;36;Div.Sol.Viu;NORTE.SUR;1;1;0
1151;4,16;6498,61;35;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
1152;4,88;2805,45;49;Div.Sol.Viu;NORTE.SUR;1;1;0
1153;4,88;1152,22;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1154;4,16;2299,08;46;Div.Sol.Viu;NORTE.SUR;1;1;0
1156;4,16;4397,56;39;Div.Sol.Viu;NORTE.SUR;2;1;0
1157;4,88;1638,6;38;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1158;4,16;1814,47;40;Div.Sol.Viu;NORTE.SUR;1;0,56;0
1159;4,16;3565,96;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1160;4,88;1893,07;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1161;4,16;3634,97;25;Div.Sol.Viu;NORTE.SUR;2;1;0
1162;4,16;23156,47;58;Cas.Conv;LIMA_CALLAO;1;0,39;0
1163;4,16;715,84;27;Cas.Conv;LIMA_CALLAO;1;1;0
1164;4,16;78769,98;62;Cas.Conv;NORTE.SUR;1;0,8;0
1165;4,16;13948,16;40;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1166;4,16;6157,42;53;Cas.Conv;CENTRO;2;0,28;0
1167;4,88;1604,8;40;Cas.Conv;LIMA_CALLAO;2;0,76;0
1168;4,16;49190,99;49;Div.Sol.Viu;LIMA_CALLAO;3;0,94;0
1169;4,16;757,16;38;Div.Sol.Viu;NORTE.SUR;1;0,94;0
1170;4,16;2067,13;39;Div.Sol.Viu;LIMA_CALLAO;3;1;0
1171;4,16;635,79;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1172;4,88;1143,3;35;Div.Sol.Viu;LIMA_CALLAO;2;0,25;0
1173;4,16;1005,67;47;Div.Sol.Viu;NORTE.SUR;1;0,99;0
1174;4,88;5627,56;61;Cas.Conv;LIMA_CALLAO;2;0,14;0
1176;4,16;2822,97;48;Cas.Conv;NORTE.SUR;3;1;0
1177;4,16;6243,91;55;Cas.Conv;LIMA_CALLAO;1;1;0
1178;4,16;10960,78;36;Cas.Conv;NORTE.SUR;3;0,73;0
1179;4,16;6042,98;60;Div.Sol.Viu;NORTE.SUR;1;0,62;0
1180;4,16;4277,62;46;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1181;4,16;3170,78;27;Div.Sol.Viu;NORTE.SUR;3;0,72;0
1183;4,16;42247,7;40;Div.Sol.Viu;LIMA_CALLAO;2;0,31;0
1185;4,16;618,86;32;Div.Sol.Viu;LIMA_CALLAO;2;0,97;0
1186;4,16;4806,4;33;Div.Sol.Viu;LIMA_CALLAO;2;0,66;0
1187;4,16;7577,08;54;Cas.Conv;NORTE.SUR;1;0,98;0
1188;4,16;7468,06;40;Div.Sol.Viu;LIMA_CALLAO;1;0,25;0
1189;4,88;8890,59;45;Div.Sol.Viu;LIMA_CALLAO;2;0,07;0
1190;4,16;6542,82;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1191;4,16;4676,61;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1192;4,16;41537,31;63;Div.Sol.Viu;NORTE.SUR;1;1;0
1193;4,88;1464,62;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1194;4,16;2724,64;36;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1195;4,16;10742;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1196;4,16;2356,03;56;Div.Sol.Viu;NORTE.SUR;1;0,38;0
1197;4,16;3192,41;36;Div.Sol.Viu;NORTE.SUR;1;1;0
1198;4,16;2632,08;46;Div.Sol.Viu;LIMA_CALLAO;1;0,25;0
1199;4,16;4253,13;60;Div.Sol.Viu;NORTE.SUR;2;0,87;0
1200;4,16;584,33;23;Div.Sol.Viu;NORTE.SUR;2;1;0
1201;4,16;977,75;38;Cas.Conv;LIMA_CALLAO;2;0,35;0
1202;4,16;4115,92;35;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
1203;4,88;1250,67;52;Div.Sol.Viu;LIMA_CALLAO;2;0,5;0
1204;4,16;4044,45;37;Div.Sol.Viu;LIMA_CALLAO;3;0,96;0
1205;4,16;10306,71;45;Div.Sol.Viu;NORTE.SUR;1;0,85;0
1206;4,16;3951,26;44;Div.Sol.Viu;NORTE.SUR;2;0,6;0
1207;4,88;9014,62;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1208;4,16;2370,6;40;Div.Sol.Viu;NORTE.SUR;1;0,8;0
1209;4,16;5380,74;39;Div.Sol.Viu;NORTE.SUR;2;0,81;0
1210;4,88;1082,24;25;Div.Sol.Viu;LIMA_CALLAO;2;0,85;0
1211;4,16;2210,04;42;Cas.Conv;LIMA_CALLAO;2;1;0
1212;4,88;518,44;55;Div.Sol.Viu;LIMA_CALLAO;2;0,1;0
1213;4,88;2915;65;Cas.Conv;LIMA_CALLAO;1;1;0
1214;4,88;2854,61;23;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1215;4,16;7614,02;44;Div.Sol.Viu;LIMA_CALLAO;5;0,18;0
1216;4,16;11162,11;38;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1217;4,16;1649,81;45;Div.Sol.Viu;NORTE.SUR;1;0,25;0
1218;4,16;3628,07;45;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
1219;4,16;21619,45;56;Cas.Conv;NORTE.SUR;2;1;0
1220;4,16;18340,8;42;Cas.Conv;LIMA_CALLAO;1;1;0
1221;4,16;823,91;31;Div.Sol.Viu;CENTRO;1;0,96;0
1223;4,88;610,77;19;Div.Sol.Viu;NORTE.SUR;2;0,88;0
1224;4,16;10237,82;35;Cas.Conv;LIMA_CALLAO;2;0,97;0
1225;4,16;25383,77;63;Cas.Conv;LIMA_CALLAO;1;1;0
1226;4,88;1477,04;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1227;4,88;1683,42;44;Cas.Conv;NORTE.SUR;2;1;0
1228;4,16;12838,67;38;Div.Sol.Viu;LIMA_CALLAO;2;0,58;0
1229;4,16;2197,99;31;Cas.Conv;LIMA_CALLAO;2;0,99;0
1230;4,16;4894,39;41;Cas.Conv;LIMA_CALLAO;1;0,73;0
1231;4,88;2259,59;58;Div.Sol.Viu;NORTE.SUR;1;1;0
1232;4,16;4076,85;31;Div.Sol.Viu;NORTE.SUR;1;1;0
1233;4,88;1419,04;42;Div.Sol.Viu;LIMA_CALLAO;1;0,35;0
1234;4,16;1628,82;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1236;4,16;9839,09;58;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1237;4,88;1356,64;39;Div.Sol.Viu;CENTRO;2;0,32;0
1238;4,16;6534;35;Cas.Conv;LIMA_CALLAO;3;1;0
1239;4,16;6363,04;25;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
1240;4,88;2036,83;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1241;4,88;1926,89;52;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1242;4,16;7188,49;47;Div.Sol.Viu;NORTE.SUR;2;0,64;0
1243;4,88;3356,93;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1244;4,88;1299,09;61;Cas.Conv;NORTE.SUR;1;1;0
1246;4,88;27509,15;53;Cas.Conv;LIMA_CALLAO;2;0,14;0
1247;4,88;794,28;19;Div.Sol.Viu;LIMA_CALLAO;3;0,64;0
1248;4,16;761,7;57;Div.Sol.Viu;LIMA_CALLAO;2;0,48;0
1249;4,16;7364,17;25;Div.Sol.Viu;LIMA_CALLAO;2;0,82;0
1250;4,16;10313,32;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1251;4,16;1494,91;36;Cas.Conv;NORTE.SUR;1;0,75;0
1252;4,88;5987,96;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1253;4,88;2648,11;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1254;4,88;672,44;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1255;4,16;779,81;52;Cas.Conv;NORTE.SUR;2;0,39;0
1256;4,88;3890,82;35;Div.Sol.Viu;LIMA_CALLAO;3;0,28;0
1257;4,16;4007,87;33;Div.Sol.Viu;NORTE.SUR;1;0,85;0
1258;4,16;1914,71;45;Cas.Conv;LIMA_CALLAO;2;1;0
1259;4,16;3722,61;30;Div.Sol.Viu;LIMA_CALLAO;1;0,83;0
1260;4,16;5144,45;44;Div.Sol.Viu;NORTE.SUR;2;0,47;0
1261;4,16;3987,49;53;Cas.Conv;NORTE.SUR;3;1;0
1262;4,16;1247,73;47;Div.Sol.Viu;NORTE.SUR;2;0,26;0
1263;4,16;568,52;48;Cas.Conv;NORTE.SUR;1;1;0
1264;4,88;967,46;39;Div.Sol.Viu;NORTE.SUR;2;0,13;0
1265;4,16;7697,33;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1266;4,16;7146,14;48;Div.Sol.Viu;NORTE.SUR;1;0,68;0
1267;4,16;4123,55;28;Div.Sol.Viu;NORTE.SUR;1;1;0
1268;4,16;5641,75;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1269;4,16;9449,72;37;Div.Sol.Viu;LIMA_CALLAO;1;0,9;0
1271;4,16;1562,71;37;Div.Sol.Viu;NORTE.SUR;1;1;0
1272;4,88;1011,92;50;Cas.Conv;LIMA_CALLAO;4;0,85;0
1273;4,16;25869,4;38;Cas.Conv;NORTE.SUR;2;1;0
1274;4,16;5885,25;45;Div.Sol.Viu;NORTE.SUR;1;1;0
1275;4,88;1509,92;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1276;4,16;2042,1;29;Cas.Conv;LIMA_CALLAO;1;1;0
1277;4,16;18876,38;64;Cas.Conv;LIMA_CALLAO;1;1;0
1278;4,16;1074,74;44;Div.Sol.Viu;NORTE.SUR;1;0,98;0
1279;4,16;11837,33;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1280;4,16;6309,54;30;Div.Sol.Viu;NORTE.SUR;2;1;0
1282;4,88;1132,9;31;Div.Sol.Viu;LIMA_CALLAO;1;0,93;0
1283;4,16;607,32;40;Div.Sol.Viu;LIMA_CALLAO;2;0,93;0
1285;4,16;10751,1;28;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
1286;4,16;4622,18;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1287;4,88;9408,65;31;Div.Sol.Viu;LIMA_CALLAO;3;0,22;0
1288;4,16;34911,53;42;Cas.Conv;LIMA_CALLAO;3;0,79;0
1289;4,16;1185,53;44;Cas.Conv;NORTE.SUR;1;0,97;0
1290;4,16;3737,66;46;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
1291;4,16;4494,17;36;Cas.Conv;LIMA_CALLAO;2;0,62;0
1292;4,16;19087,46;60;Cas.Conv;CENTRO;2;1;0
1293;4,88;18374,4;34;Div.Sol.Viu;LIMA_CALLAO;3;0,43;0
1294;4,16;6974,9;24;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1295;4,16;891,45;60;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1296;4,16;33203,78;37;Div.Sol.Viu;LIMA_CALLAO;3;0,6;0
1297;4,16;6659,85;61;Div.Sol.Viu;NORTE.SUR;3;0,7;0
1298;4,16;7055,74;45;Div.Sol.Viu;NORTE.SUR;1;0,97;0
1299;4,16;39672,67;24;Div.Sol.Viu;LIMA_CALLAO;2;0,15;0
1300;4,16;9887,79;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1301;4,16;15755,51;51;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1302;4,16;1028,09;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1303;4,88;12328,65;58;Div.Sol.Viu;LIMA_CALLAO;3;0,22;0
1304;4,16;22834,72;59;Cas.Conv;LIMA_CALLAO;2;0,99;0
1305;4,16;1322,06;27;Div.Sol.Viu;LIMA_CALLAO;1;0,91;0
1307;4,16;2286,99;29;Div.Sol.Viu;LIMA_CALLAO;2;0,34;0
1308;4,16;8184,03;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1310;4,16;17894,71;47;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
1311;4,16;6192,81;50;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1312;4,16;25007,84;62;Div.Sol.Viu;NORTE.SUR;2;1;0
1313;4,16;4716,04;27;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
1314;4,88;960,54;34;Div.Sol.Viu;NORTE.SUR;2;1;0
1315;4,16;5763,26;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1316;4,88;532,47;21;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1317;4,88;848,36;44;Div.Sol.Viu;NORTE.SUR;2;0,46;0
1318;4,16;672,77;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1319;4,16;10933,71;37;Div.Sol.Viu;LIMA_CALLAO;1;0,4;0
1320;4,88;3388,81;42;Cas.Conv;NORTE.SUR;1;1;0
1321;4,16;1892,93;43;Div.Sol.Viu;LIMA_CALLAO;2;0,87;0
1322;4,16;2822,97;46;Div.Sol.Viu;NORTE.SUR;1;1;0
1323;4,16;2028,18;41;Div.Sol.Viu;LIMA_CALLAO;3;0,97;0
1324;4,16;16163,75;40;Cas.Conv;LIMA_CALLAO;1;1;0
1325;4,16;3759,49;46;Div.Sol.Viu;NORTE.SUR;3;1;0
1326;4,16;4340,54;46;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
1327;4,16;11557,35;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1328;4,16;3255,33;49;Cas.Conv;NORTE.SUR;1;0,93;0
1329;4,16;23176,33;49;Cas.Conv;LIMA_CALLAO;1;1;0
1330;4,16;10842,15;28;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1331;4,16;4792,32;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1332;4,16;1818,81;23;Div.Sol.Viu;LIMA_CALLAO;3;0,84;0
1333;4,16;4544,85;28;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
1334;4,88;23977,68;32;Cas.Conv;LIMA_CALLAO;2;0,3;0
1335;4,16;17831,79;51;Cas.Conv;LIMA_CALLAO;4;0,42;0
1336;4,88;1055,77;25;Div.Sol.Viu;NORTE.SUR;3;0,89;0
1337;4,16;3275,83;27;Div.Sol.Viu;LIMA_CALLAO;2;0,98;0
1339;4,88;542,64;34;Div.Sol.Viu;NORTE.SUR;1;1;0
1340;4,16;6273,05;43;Div.Sol.Viu;LIMA_CALLAO;3;1;0
1341;4,16;1993,48;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1342;4,16;3844,21;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1343;4,16;57661,68;42;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
1344;4,16;3348,84;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1345;4,88;13926,21;52;Div.Sol.Viu;NORTE.SUR;2;0,09;0
1346;4,88;569,04;23;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1347;4,88;3258,42;35;Div.Sol.Viu;NORTE.SUR;1;0,16;0
1348;4,16;4138,05;45;Cas.Conv;NORTE.SUR;1;0,25;0
1349;4,16;17182,04;57;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
1350;4,16;562,75;56;Div.Sol.Viu;NORTE.SUR;1;1;0
1351;4,16;698,77;59;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1352;4,88;13568,61;39;Div.Sol.Viu;LIMA_CALLAO;3;0,12;0
1353;4,16;7072,84;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1354;4,16;8576,91;41;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
1355;4,16;11786,2;56;Div.Sol.Viu;LIMA_CALLAO;3;0,31;0
1356;4,16;77932,2;39;Div.Sol.Viu;LIMA_CALLAO;3;0,93;0
1357;4,16;518,65;40;Cas.Conv;NORTE.SUR;2;1;0
1358;4,16;23092,87;59;Cas.Conv;NORTE.SUR;3;0,98;0
1359;4,88;901,13;23;Div.Sol.Viu;LIMA_CALLAO;2;0,85;0
1360;4,88;1195,54;34;Cas.Conv;LIMA_CALLAO;2;0,85;0
1361;4,16;2649,97;44;Div.Sol.Viu;NORTE.SUR;2;0,26;0
1362;4,16;30302,15;64;Cas.Conv;LIMA_CALLAO;3;0,2;0
1363;4,16;3178,23;33;Cas.Conv;LIMA_CALLAO;2;1;0
1365;4,16;1645,27;56;Div.Sol.Viu;CENTRO;2;1;0
1366;4,88;2092,9;26;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1367;4,16;1023,82;43;Div.Sol.Viu;NORTE.SUR;2;1;0
1368;4,88;1531,34;40;Cas.Conv;LIMA_CALLAO;2;1;0
1369;4,16;5019,87;31;Div.Sol.Viu;LIMA_CALLAO;1;0,93;0
1370;4,16;3360,04;38;Div.Sol.Viu;LIMA_CALLAO;1;0,88;0
1371;4,88;10329,75;47;Div.Sol.Viu;NORTE.SUR;3;1;0
1373;4,16;2407,63;23;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1374;4,16;8101,04;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1375;4,16;2576,39;36;Div.Sol.Viu;NORTE.SUR;1;1;0
1376;4,16;6551,75;41;Cas.Conv;LIMA_CALLAO;2;1;0
1377;4,16;8853,9;42;Div.Sol.Viu;NORTE.SUR;3;0,6;0
1378;4,16;4258,7;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1379;4,16;2252,68;33;Div.Sol.Viu;NORTE.SUR;1;1;0
1380;4,16;3384,94;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1381;4,88;3280,3;38;Cas.Conv;LIMA_CALLAO;1;1;0
1382;4,88;2114,28;46;Cas.Conv;NORTE.SUR;2;0,53;0
1383;4,16;21012,6;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1385;4,16;1869,26;60;Cas.Conv;LIMA_CALLAO;1;0,77;0
1386;4,16;1887,34;32;Div.Sol.Viu;LIMA_CALLAO;3;0,59;0
1387;4,16;3509,09;42;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1388;4,16;5047,25;59;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1390;4,16;2829,99;33;Div.Sol.Viu;LIMA_CALLAO;1;0,6;0
1391;4,88;809,21;48;Div.Sol.Viu;NORTE.SUR;1;1;0
1392;4,16;4160,3;58;Div.Sol.Viu;NORTE.SUR;1;0,64;0
1393;4,88;1753,31;61;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1394;4,16;1968,05;59;Cas.Conv;LIMA_CALLAO;1;0,95;0
1395;4,16;30421,96;32;Div.Sol.Viu;LIMA_CALLAO;2;0,91;0
1396;4,16;5606,25;56;Cas.Conv;NORTE.SUR;1;0,43;0
1397;4,88;3190,64;30;Div.Sol.Viu;LIMA_CALLAO;4;0,41;0
1398;4,16;29910,82;57;Div.Sol.Viu;LIMA_CALLAO;4;0,29;0
1399;4,16;6547,67;46;Div.Sol.Viu;LIMA_CALLAO;3;1;0
1400;4,16;6488,28;54;Div.Sol.Viu;LIMA_CALLAO;2;1;0
1402;4,16;34152,31;57;Cas.Conv;LIMA_CALLAO;1;0,19;0
1403;4,16;2863,59;34;Cas.Conv;LIMA_CALLAO;2;1;0
1404;4,88;620,71;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1405;4,16;7483,42;44;Div.Sol.Viu;NORTE.SUR;1;1;0
1406;4,16;8252,08;50;Div.Sol.Viu;NORTE.SUR;2;0,61;0
1407;4,16;4817,25;61;Cas.Conv;LIMA_CALLAO;2;0,38;0
1408;4,16;6990,09;48;Cas.Conv;NORTE.SUR;1;1;0
1409;4,88;5951,51;63;Div.Sol.Viu;NORTE.SUR;1;0,13;0
1411;4,16;9043,73;46;Cas.Conv;NORTE.SUR;2;0,29;0
1413;4,88;1994,19;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1414;4,16;7728,78;32;Div.Sol.Viu;LIMA_CALLAO;1;0,35;0
1416;4,16;1771;53;Div.Sol.Viu;NORTE.SUR;1;0,99;0
1417;4,16;2212,57;24;Div.Sol.Viu;NORTE.SUR;2;0,79;0
1418;4,88;1709,16;30;Div.Sol.Viu;LIMA_CALLAO;1;0,15;0
1419;4,16;2323,08;44;Div.Sol.Viu;LIMA_CALLAO;1;0,39;0
1420;4,88;7728,14;46;Div.Sol.Viu;LIMA_CALLAO;1;0,21;0
1421;4,16;4305,72;28;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
1422;4,88;1007,66;19;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1423;4,88;3961,1;28;Div.Sol.Viu;LIMA_CALLAO;2;0,99;0
1424;4,16;9599,67;46;Cas.Conv;LIMA_CALLAO;1;0,58;0
1425;4,16;8239,57;41;Cas.Conv;LIMA_CALLAO;1;0,19;0
1426;4,16;1137,9;52;Cas.Conv;LIMA_CALLAO;1;1;0
1427;4,16;11113,82;29;Div.Sol.Viu;NORTE.SUR;1;0,99;0
1428;4,88;550,23;42;Div.Sol.Viu;LIMA_CALLAO;1;0,2;0
1429;4,88;797,28;31;Cas.Conv;NORTE.SUR;2;0,92;0
1430;4,88;1509,92;33;Div.Sol.Viu;LIMA_CALLAO;3;0,39;0
1431;4,16;19830,61;45;Div.Sol.Viu;NORTE.SUR;1;1;0
1432;4,16;18080,31;54;Div.Sol.Viu;LIMA_CALLAO;1;0,24;0
1433;4,16;2832,61;27;Div.Sol.Viu;NORTE.SUR;1;1;0
1434;4,16;16989,72;38;Cas.Conv;LIMA_CALLAO;2;0,6;0
1435;4,88;2252,42;32;Cas.Conv;LIMA_CALLAO;1;1;0
1436;4,88;604,84;28;Cas.Conv;NORTE.SUR;1;1;0
1437;4,16;19289,85;34;Div.Sol.Viu;LIMA_CALLAO;2;0,69;0
1438;4,16;939,9;37;Div.Sol.Viu;NORTE.SUR;1;0,99;0
1439;4,16;4780,62;34;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
1440;4,16;1265,24;21;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1441;4,16;3783,23;24;Div.Sol.Viu;NORTE.SUR;1;1;0
1442;4,16;27464,93;40;Cas.Conv;LIMA_CALLAO;2;0,84;0
1443;4,16;9584,19;40;Cas.Conv;LIMA_CALLAO;2;0,86;0
1445;4,16;3350,43;54;Div.Sol.Viu;NORTE.SUR;1;1;0
1446;4,16;21709,54;37;Div.Sol.Viu;LIMA_CALLAO;2;0,58;0
1447;4,16;15397,81;48;Div.Sol.Viu;NORTE.SUR;5;0,6;0
1448;4,16;5311,46;59;Cas.Conv;LIMA_CALLAO;3;0,97;0
1449;4,88;542,13;28;Div.Sol.Viu;NORTE.SUR;1;1;0
1450;4,16;10001,98;46;Cas.Conv;NORTE.SUR;1;1;0
1451;4,16;5417,41;27;Div.Sol.Viu;NORTE.SUR;3;0,36;0
1452;4,16;11921,15;36;Cas.Conv;LIMA_CALLAO;2;0,95;0
1453;4,88;2487,36;36;Cas.Conv;LIMA_CALLAO;2;1;0
1454;4,16;29247,24;39;Cas.Conv;LIMA_CALLAO;2;0,54;0
1456;4,88;2778,5;33;Cas.Conv;LIMA_CALLAO;1;1;0
1457;4,16;544,29;61;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1458;4,88;884,81;34;Div.Sol.Viu;NORTE.SUR;1;1;0
1459;4,16;817,06;32;Div.Sol.Viu;NORTE.SUR;1;1;0
1460;4,16;5954,44;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1461;4,16;9744,93;30;Cas.Conv;LIMA_CALLAO;2;0,81;0
1462;4,88;833,06;46;Div.Sol.Viu;NORTE.SUR;1;1;0
1463;4,88;747,1;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1464;4,16;545,38;23;Div.Sol.Viu;NORTE.SUR;2;0,83;0
1465;4,16;1901,27;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1467;4,88;661,11;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
1468;4,16;51163,5;37;Div.Sol.Viu;LIMA_CALLAO;3;0,9;0
1470;4,88;1542,03;27;Div.Sol.Viu;LIMA_CALLAO;2;0,82;0
1471;4,16;3991,38;43;Div.Sol.Viu;LIMA_CALLAO;2;0,37;0
1472;4,16;5270,2;27;Div.Sol.Viu;NORTE.SUR;2;1;0
1473;4,16;2783,54;55;Div.Sol.Viu;LIMA_CALLAO;3;0,23;0
1474;4,16;1336,21;54;Div.Sol.Viu;NORTE.SUR;1;1;0
1475;4,88;4998,86;39;Div.Sol.Viu;LIMA_CALLAO;3;0,06;0
1476;4,88;2587,62;36;Cas.Conv;LIMA_CALLAO;2;0,16;0
1477;4,88;39081,76;33;Div.Sol.Viu;LIMA_CALLAO;2;0,16;0
